deal_id,stage,stage_order,stage_duration_days,rep,region,segment,seller_tenure_years,seller_tenure_bucket,approval_count,quote_revisions,outcome
4209,Qualify,2,2.1,REP_060,North America,SMB,0.2,0-1,1,0,Lost
4209,Opportunity,3,9.95,REP_060,North America,SMB,0.2,0-1,1,0,Lost
4210,Lead,1,0.47,REP_010,North America,Mid-Market,3.6,3-6,4,2,Lost
4210,Qualify,2,2.39,REP_010,North America,Mid-Market,3.6,3-6,4,2,Lost
4210,Opportunity,3,4.95,REP_010,North America,Mid-Market,3.6,3-6,4,2,Lost
4210,Quote,4,5.57,REP_010,North America,Mid-Market,3.6,3-6,4,2,Lost
4211,Lead,1,1.58,REP_141,EMEA,SMB,1.8,1-3,1,2,Lost
4211,Qualify,2,2.81,REP_141,EMEA,SMB,1.8,1-3,1,2,Lost
4211,Opportunity,3,4.85,REP_141,EMEA,SMB,1.8,1-3,1,2,Lost
4211,Quote,4,2.53,REP_141,EMEA,SMB,1.8,1-3,1,2,Lost
4212,Lead,1,2.12,REP_026,North America,Mid-Market,3.4,3-6,3,4,Lost
4212,Qualify,2,3.97,REP_026,North America,Mid-Market,3.4,3-6,3,4,Lost
4213,Lead,1,0.41,REP_068,North America,SMB,7.5,6+,2,1,Lost
4213,Qualify,2,5.03,REP_068,North America,SMB,7.5,6+,2,1,Lost
4213,Opportunity,3,8.11,REP_068,North America,SMB,7.5,6+,2,1,Lost
4213,Quote,4,4.52,REP_068,North America,SMB,7.5,6+,2,1,Lost
4214,Lead,1,12.58,REP_035,North America,Enterprise,0.5,0-1,1,3,Won
4214,Qualify,2,10.19,REP_035,North America,Enterprise,0.5,0-1,1,3,Won
4214,Opportunity,3,14.45,REP_035,North America,Enterprise,0.5,0-1,1,3,Won
4214,Quote,4,10.82,REP_035,North America,Enterprise,0.5,0-1,1,3,Won
4214,Close,5,3.5,REP_035,North America,Enterprise,0.5,0-1,1,3,Won
4215,Lead,1,1.25,REP_029,North America,SMB,3.1,3-6,2,2,Lost
4215,Qualify,2,7.19,REP_029,North America,SMB,3.1,3-6,2,2,Lost
4215,Opportunity,3,7.63,REP_029,North America,SMB,3.1,3-6,2,2,Lost
4216,Lead,1,4.32,REP_068,North America,SMB,7.5,6+,1,5,Lost
4216,Qualify,2,4.87,REP_068,North America,SMB,7.5,6+,1,5,Lost
4216,Opportunity,3,3.6,REP_068,North America,SMB,7.5,6+,1,5,Lost
4217,Lead,1,0.18,REP_166,North America,SMB,3.3,3-6,0,0,Won
4217,Qualify,2,0.4,REP_166,North America,SMB,3.3,3-6,0,0,Won
4217,Opportunity,3,12.19,REP_166,North America,SMB,3.3,3-6,0,0,Won
4217,Quote,4,7.03,REP_166,North America,SMB,3.3,3-6,0,0,Won
4217,Close,5,1.83,REP_166,North America,SMB,3.3,3-6,0,0,Won
4218,Lead,1,2.17,REP_170,LATAM,Mid-Market,2.0,1-3,0,0,Won
4218,Qualify,2,7.65,REP_170,LATAM,Mid-Market,2.0,1-3,0,0,Won
4218,Opportunity,3,8.42,REP_170,LATAM,Mid-Market,2.0,1-3,0,0,Won
4218,Quote,4,3.78,REP_170,LATAM,Mid-Market,2.0,1-3,0,0,Won
4218,Close,5,3.18,REP_170,LATAM,Mid-Market,2.0,1-3,0,0,Won
4219,Lead,1,1.9,REP_069,North America,Mid-Market,0.6,0-1,3,0,Won
4219,Qualify,2,2.71,REP_069,North America,Mid-Market,0.6,0-1,3,0,Won
4219,Opportunity,3,32.06,REP_069,North America,Mid-Market,0.6,0-1,3,0,Won
4219,Quote,4,10.04,REP_069,North America,Mid-Market,0.6,0-1,3,0,Won
4219,Close,5,3.91,REP_069,North America,Mid-Market,0.6,0-1,3,0,Won
4220,Lead,1,0.86,REP_091,North America,Mid-Market,3.9,3-6,0,1,Won
4220,Qualify,2,8.29,REP_091,North America,Mid-Market,3.9,3-6,0,1,Won
4220,Opportunity,3,5.85,REP_091,North America,Mid-Market,3.9,3-6,0,1,Won
4220,Quote,4,5.69,REP_091,North America,Mid-Market,3.9,3-6,0,1,Won
4220,Close,5,6.43,REP_091,North America,Mid-Market,3.9,3-6,0,1,Won
4221,Lead,1,1.22,REP_178,LATAM,SMB,5.3,3-6,3,2,Lost
4221,Qualify,2,1.43,REP_178,LATAM,SMB,5.3,3-6,3,2,Lost
4222,Lead,1,3.54,REP_043,EMEA,Enterprise,1.8,1-3,5,3,Lost
4222,Qualify,2,3.72,REP_043,EMEA,Enterprise,1.8,1-3,5,3,Lost
4222,Opportunity,3,15.31,REP_043,EMEA,Enterprise,1.8,1-3,5,3,Lost
4223,Lead,1,2.41,REP_171,North America,Mid-Market,4.4,3-6,3,3,Won
4223,Qualify,2,3.51,REP_171,North America,Mid-Market,4.4,3-6,3,3,Won
4223,Opportunity,3,4.58,REP_171,North America,Mid-Market,4.4,3-6,3,3,Won
4223,Quote,4,26.07,REP_171,North America,Mid-Market,4.4,3-6,3,3,Won
4223,Close,5,1.58,REP_171,North America,Mid-Market,4.4,3-6,3,3,Won
4224,Lead,1,1.14,REP_020,EMEA,SMB,4.5,3-6,1,3,Lost
4224,Qualify,2,1.57,REP_020,EMEA,SMB,4.5,3-6,1,3,Lost
4225,Lead,1,1.86,REP_041,North America,Mid-Market,5.9,3-6,1,1,Lost
4226,Lead,1,1.35,REP_061,EMEA,Mid-Market,2.9,1-3,1,2,Lost
4226,Qualify,2,1.54,REP_061,EMEA,Mid-Market,2.9,1-3,1,2,Lost
4227,Lead,1,0.1,REP_007,APAC,Mid-Market,5.4,3-6,5,3,Lost
4227,Qualify,2,10.13,REP_007,APAC,Mid-Market,5.4,3-6,5,3,Lost
4227,Opportunity,3,4.06,REP_007,APAC,Mid-Market,5.4,3-6,5,3,Lost
4228,Lead,1,3.79,REP_147,North America,SMB,4.7,3-6,2,1,Won
4228,Qualify,2,2.16,REP_147,North America,SMB,4.7,3-6,2,1,Won
4228,Opportunity,3,6.67,REP_147,North America,SMB,4.7,3-6,2,1,Won
4228,Quote,4,2.83,REP_147,North America,SMB,4.7,3-6,2,1,Won
4228,Close,5,3.72,REP_147,North America,SMB,4.7,3-6,2,1,Won
4229,Lead,1,2.84,REP_154,EMEA,SMB,6.2,6+,1,2,Won
4229,Qualify,2,3.75,REP_154,EMEA,SMB,6.2,6+,1,2,Won
4229,Opportunity,3,2.19,REP_154,EMEA,SMB,6.2,6+,1,2,Won
4229,Quote,4,4.56,REP_154,EMEA,SMB,6.2,6+,1,2,Won
4229,Close,5,0.88,REP_154,EMEA,SMB,6.2,6+,1,2,Won
4230,Lead,1,5.03,REP_070,North America,Mid-Market,1.0,1-3,2,3,Won
4230,Qualify,2,22.31,REP_070,North America,Mid-Market,1.0,1-3,2,3,Won
4230,Opportunity,3,4.65,REP_070,North America,Mid-Market,1.0,1-3,2,3,Won
4230,Quote,4,8.82,REP_070,North America,Mid-Market,1.0,1-3,2,3,Won
4230,Close,5,7.73,REP_070,North America,Mid-Market,1.0,1-3,2,3,Won
4231,Lead,1,2.71,REP_151,APAC,SMB,3.1,3-6,2,2,Won
4231,Qualify,2,0.57,REP_151,APAC,SMB,3.1,3-6,2,2,Won
4231,Opportunity,3,12.99,REP_151,APAC,SMB,3.1,3-6,2,2,Won
4231,Quote,4,11.01,REP_151,APAC,SMB,3.1,3-6,2,2,Won
4231,Close,5,0.3,REP_151,APAC,SMB,3.1,3-6,2,2,Won
4232,Lead,1,1.44,REP_140,North America,SMB,3.3,3-6,0,1,Won
4232,Qualify,2,1.39,REP_140,North America,SMB,3.3,3-6,0,1,Won
4232,Opportunity,3,2.81,REP_140,North America,SMB,3.3,3-6,0,1,Won
4232,Quote,4,1.76,REP_140,North America,SMB,3.3,3-6,0,1,Won
4232,Close,5,3.36,REP_140,North America,SMB,3.3,3-6,0,1,Won
4233,Lead,1,8.48,REP_145,North America,Enterprise,2.8,1-3,4,2,Lost
4233,Qualify,2,7.94,REP_145,North America,Enterprise,2.8,1-3,4,2,Lost
4233,Opportunity,3,25.64,REP_145,North America,Enterprise,2.8,1-3,4,2,Lost
4234,Lead,1,1.96,REP_145,North America,Mid-Market,2.8,1-3,2,0,Lost
4234,Qualify,2,7.57,REP_145,North America,Mid-Market,2.8,1-3,2,0,Lost
4234,Opportunity,3,3.43,REP_145,North America,Mid-Market,2.8,1-3,2,0,Lost
4235,Lead,1,1.85,REP_104,LATAM,SMB,4.2,3-6,3,3,Lost
4236,Lead,1,2.36,REP_020,EMEA,SMB,4.5,3-6,5,4,Lost
4236,Qualify,2,2.97,REP_020,EMEA,SMB,4.5,3-6,5,4,Lost
4236,Opportunity,3,6.86,REP_020,EMEA,SMB,4.5,3-6,5,4,Lost
4236,Quote,4,5.04,REP_020,EMEA,SMB,4.5,3-6,5,4,Lost
4237,Lead,1,3.99,REP_167,APAC,Mid-Market,4.0,3-6,3,0,Won
4237,Qualify,2,3.91,REP_167,APAC,Mid-Market,4.0,3-6,3,0,Won
4237,Opportunity,3,5.98,REP_167,APAC,Mid-Market,4.0,3-6,3,0,Won
4237,Quote,4,3.93,REP_167,APAC,Mid-Market,4.0,3-6,3,0,Won
4237,Close,5,2.89,REP_167,APAC,Mid-Market,4.0,3-6,3,0,Won
4238,Lead,1,2.51,REP_110,APAC,SMB,3.7,3-6,2,0,Lost
4238,Qualify,2,4.8,REP_110,APAC,SMB,3.7,3-6,2,0,Lost
4239,Lead,1,3.37,REP_163,North America,SMB,4.4,3-6,2,1,Won
4239,Qualify,2,0.55,REP_163,North America,SMB,4.4,3-6,2,1,Won
4239,Opportunity,3,4.64,REP_163,North America,SMB,4.4,3-6,2,1,Won
4239,Quote,4,2.63,REP_163,North America,SMB,4.4,3-6,2,1,Won
4239,Close,5,4.27,REP_163,North America,SMB,4.4,3-6,2,1,Won
4240,Lead,1,1.35,REP_173,North America,SMB,6.2,6+,3,0,Won
4240,Qualify,2,1.95,REP_173,North America,SMB,6.2,6+,3,0,Won
4240,Opportunity,3,1.99,REP_173,North America,SMB,6.2,6+,3,0,Won
4240,Quote,4,5.51,REP_173,North America,SMB,6.2,6+,3,0,Won
4240,Close,5,3.45,REP_173,North America,SMB,6.2,6+,3,0,Won
4241,Lead,1,4.51,REP_034,North America,Mid-Market,5.0,3-6,2,3,Lost
4241,Qualify,2,7.02,REP_034,North America,Mid-Market,5.0,3-6,2,3,Lost
4241,Opportunity,3,3.76,REP_034,North America,Mid-Market,5.0,3-6,2,3,Lost
4242,Lead,1,7.43,REP_073,APAC,Mid-Market,0.9,0-1,3,3,Won
4242,Qualify,2,2.85,REP_073,APAC,Mid-Market,0.9,0-1,3,3,Won
4242,Opportunity,3,3.2,REP_073,APAC,Mid-Market,0.9,0-1,3,3,Won
4242,Quote,4,1.28,REP_073,APAC,Mid-Market,0.9,0-1,3,3,Won
4242,Close,5,8.1,REP_073,APAC,Mid-Market,0.9,0-1,3,3,Won
4243,Lead,1,1.79,REP_035,North America,SMB,0.5,0-1,0,0,Lost
4243,Qualify,2,2.44,REP_035,North America,SMB,0.5,0-1,0,0,Lost
4244,Lead,1,0.7,REP_010,North America,SMB,3.6,3-6,2,0,Lost
4244,Qualify,2,3.78,REP_010,North America,SMB,3.6,3-6,2,0,Lost
4244,Opportunity,3,7.34,REP_010,North America,SMB,3.6,3-6,2,0,Lost
4244,Quote,4,11.84,REP_010,North America,SMB,3.6,3-6,2,0,Lost
4245,Lead,1,2.35,REP_174,LATAM,Mid-Market,3.9,3-6,4,3,Won
4245,Qualify,2,5.33,REP_174,LATAM,Mid-Market,3.9,3-6,4,3,Won
4245,Opportunity,3,18.6,REP_174,LATAM,Mid-Market,3.9,3-6,4,3,Won
4245,Quote,4,9.61,REP_174,LATAM,Mid-Market,3.9,3-6,4,3,Won
4245,Close,5,6.6,REP_174,LATAM,Mid-Market,3.9,3-6,4,3,Won
4246,Lead,1,3.87,REP_167,APAC,Mid-Market,4.0,3-6,5,1,Won
4246,Qualify,2,3.22,REP_167,APAC,Mid-Market,4.0,3-6,5,1,Won
4246,Opportunity,3,11.56,REP_167,APAC,Mid-Market,4.0,3-6,5,1,Won
4246,Quote,4,3.74,REP_167,APAC,Mid-Market,4.0,3-6,5,1,Won
4246,Close,5,5.86,REP_167,APAC,Mid-Market,4.0,3-6,5,1,Won
4247,Lead,1,3.62,REP_168,APAC,Mid-Market,6.4,6+,2,3,Lost
4247,Qualify,2,7.5,REP_168,APAC,Mid-Market,6.4,6+,2,3,Lost
4247,Opportunity,3,2.26,REP_168,APAC,Mid-Market,6.4,6+,2,3,Lost
4247,Quote,4,1.22,REP_168,APAC,Mid-Market,6.4,6+,2,3,Lost
4248,Lead,1,2.05,REP_160,APAC,SMB,1.9,1-3,0,0,Lost
4248,Qualify,2,0.27,REP_160,APAC,SMB,1.9,1-3,0,0,Lost
4248,Opportunity,3,5.67,REP_160,APAC,SMB,1.9,1-3,0,0,Lost
4248,Quote,4,4.34,REP_160,APAC,SMB,1.9,1-3,0,0,Lost
4249,Lead,1,6.87,REP_117,APAC,Mid-Market,0.2,0-1,6,3,Lost
4249,Qualify,2,6.47,REP_117,APAC,Mid-Market,0.2,0-1,6,3,Lost
4249,Opportunity,3,10.47,REP_117,APAC,Mid-Market,0.2,0-1,6,3,Lost
4249,Quote,4,10.91,REP_117,APAC,Mid-Market,0.2,0-1,6,3,Lost
4250,Lead,1,1.49,REP_094,North America,Enterprise,1.8,1-3,2,3,Lost
4250,Qualify,2,4.32,REP_094,North America,Enterprise,1.8,1-3,2,3,Lost
4250,Opportunity,3,5.7,REP_094,North America,Enterprise,1.8,1-3,2,3,Lost
4251,Lead,1,1.99,REP_179,APAC,Mid-Market,3.7,3-6,2,1,Won
4251,Qualify,2,3.75,REP_179,APAC,Mid-Market,3.7,3-6,2,1,Won
4251,Opportunity,3,4.78,REP_179,APAC,Mid-Market,3.7,3-6,2,1,Won
4251,Quote,4,19.36,REP_179,APAC,Mid-Market,3.7,3-6,2,1,Won
4251,Close,5,3.85,REP_179,APAC,Mid-Market,3.7,3-6,2,1,Won
4252,Lead,1,4.06,REP_100,LATAM,SMB,1.7,1-3,0,0,Won
4252,Qualify,2,4.18,REP_100,LATAM,SMB,1.7,1-3,0,0,Won
4252,Opportunity,3,12.03,REP_100,LATAM,SMB,1.7,1-3,0,0,Won
4252,Quote,4,9.93,REP_100,LATAM,SMB,1.7,1-3,0,0,Won
4252,Close,5,3.47,REP_100,LATAM,SMB,1.7,1-3,0,0,Won
4253,Lead,1,2.7,REP_116,APAC,Mid-Market,6.1,6+,1,2,Won
4253,Qualify,2,2.72,REP_116,APAC,Mid-Market,6.1,6+,1,2,Won
4253,Opportunity,3,4.76,REP_116,APAC,Mid-Market,6.1,6+,1,2,Won
4253,Quote,4,11.07,REP_116,APAC,Mid-Market,6.1,6+,1,2,Won
4253,Close,5,0.64,REP_116,APAC,Mid-Market,6.1,6+,1,2,Won
4254,Lead,1,1.21,REP_039,North America,SMB,5.2,3-6,2,1,Lost
4254,Qualify,2,3.13,REP_039,North America,SMB,5.2,3-6,2,1,Lost
4255,Lead,1,0.96,REP_135,EMEA,SMB,4.1,3-6,0,1,Won
4255,Qualify,2,12.48,REP_135,EMEA,SMB,4.1,3-6,0,1,Won
4255,Opportunity,3,7.98,REP_135,EMEA,SMB,4.1,3-6,0,1,Won
4255,Quote,4,6.89,REP_135,EMEA,SMB,4.1,3-6,0,1,Won
4255,Close,5,3.69,REP_135,EMEA,SMB,4.1,3-6,0,1,Won
4256,Lead,1,0.36,REP_148,EMEA,SMB,6.8,6+,3,3,Lost
4257,Lead,1,1.51,REP_123,North America,Enterprise,3.9,3-6,1,2,Won
4257,Qualify,2,2.88,REP_123,North America,Enterprise,3.9,3-6,1,2,Won
4257,Opportunity,3,2.39,REP_123,North America,Enterprise,3.9,3-6,1,2,Won
4257,Quote,4,7.87,REP_123,North America,Enterprise,3.9,3-6,1,2,Won
4257,Close,5,6.2,REP_123,North America,Enterprise,3.9,3-6,1,2,Won
4258,Lead,1,3.12,REP_090,EMEA,SMB,3.5,3-6,7,6,Won
4258,Qualify,2,6.98,REP_090,EMEA,SMB,3.5,3-6,7,6,Won
4258,Opportunity,3,7.24,REP_090,EMEA,SMB,3.5,3-6,7,6,Won
4258,Quote,4,4.95,REP_090,EMEA,SMB,3.5,3-6,7,6,Won
4258,Close,5,5.37,REP_090,EMEA,SMB,3.5,3-6,7,6,Won
4259,Lead,1,2.31,REP_036,North America,Enterprise,3.3,3-6,2,0,Lost
4259,Qualify,2,1.17,REP_036,North America,Enterprise,3.3,3-6,2,0,Lost
4259,Opportunity,3,4.6,REP_036,North America,Enterprise,3.3,3-6,2,0,Lost
4260,Lead,1,2.79,REP_007,APAC,Mid-Market,5.4,3-6,1,1,Won
4260,Qualify,2,4.09,REP_007,APAC,Mid-Market,5.4,3-6,1,1,Won
4260,Opportunity,3,8.99,REP_007,APAC,Mid-Market,5.4,3-6,1,1,Won
4260,Quote,4,3.16,REP_007,APAC,Mid-Market,5.4,3-6,1,1,Won
4260,Close,5,1.98,REP_007,APAC,Mid-Market,5.4,3-6,1,1,Won
4261,Lead,1,4.12,REP_113,North America,Mid-Market,3.0,1-3,1,1,Lost
4261,Qualify,2,2.74,REP_113,North America,Mid-Market,3.0,1-3,1,1,Lost
4262,Lead,1,1.73,REP_123,North America,SMB,3.9,3-6,2,1,Lost
4262,Qualify,2,1.56,REP_123,North America,SMB,3.9,3-6,2,1,Lost
4262,Opportunity,3,0.27,REP_123,North America,SMB,3.9,3-6,2,1,Lost
4262,Quote,4,2.03,REP_123,North America,SMB,3.9,3-6,2,1,Lost
4263,Lead,1,4.08,REP_140,North America,Mid-Market,3.3,3-6,3,0,Won
4263,Qualify,2,1.86,REP_140,North America,Mid-Market,3.3,3-6,3,0,Won
4263,Opportunity,3,11.39,REP_140,North America,Mid-Market,3.3,3-6,3,0,Won
4263,Quote,4,11.41,REP_140,North America,Mid-Market,3.3,3-6,3,0,Won
4263,Close,5,1.83,REP_140,North America,Mid-Market,3.3,3-6,3,0,Won
4264,Lead,1,5.75,REP_172,EMEA,SMB,0.2,0-1,3,3,Won
4264,Qualify,2,5.96,REP_172,EMEA,SMB,0.2,0-1,3,3,Won
4264,Opportunity,3,4.32,REP_172,EMEA,SMB,0.2,0-1,3,3,Won
4264,Quote,4,14.1,REP_172,EMEA,SMB,0.2,0-1,3,3,Won
4264,Close,5,2.86,REP_172,EMEA,SMB,0.2,0-1,3,3,Won
4265,Lead,1,1.23,REP_090,EMEA,Mid-Market,3.5,3-6,3,0,Lost
4265,Qualify,2,7.59,REP_090,EMEA,Mid-Market,3.5,3-6,3,0,Lost
4265,Opportunity,3,7.48,REP_090,EMEA,Mid-Market,3.5,3-6,3,0,Lost
4265,Quote,4,2.12,REP_090,EMEA,Mid-Market,3.5,3-6,3,0,Lost
4266,Lead,1,1.51,REP_150,North America,SMB,0.2,0-1,4,1,Lost
4266,Qualify,2,3.04,REP_150,North America,SMB,0.2,0-1,4,1,Lost
4266,Opportunity,3,7.75,REP_150,North America,SMB,0.2,0-1,4,1,Lost
4266,Quote,4,0.67,REP_150,North America,SMB,0.2,0-1,4,1,Lost
4267,Lead,1,2.22,REP_129,North America,SMB,1.1,1-3,1,1,Lost
4267,Qualify,2,5.22,REP_129,North America,SMB,1.1,1-3,1,1,Lost
4267,Opportunity,3,6.16,REP_129,North America,SMB,1.1,1-3,1,1,Lost
4267,Quote,4,6.64,REP_129,North America,SMB,1.1,1-3,1,1,Lost
4268,Lead,1,0.96,REP_050,North America,Mid-Market,8.2,6+,5,2,Won
4268,Qualify,2,6.85,REP_050,North America,Mid-Market,8.2,6+,5,2,Won
4268,Opportunity,3,34.33,REP_050,North America,Mid-Market,8.2,6+,5,2,Won
4268,Quote,4,2.76,REP_050,North America,Mid-Market,8.2,6+,5,2,Won
4268,Close,5,1.61,REP_050,North America,Mid-Market,8.2,6+,5,2,Won
4269,Lead,1,1.71,REP_153,North America,SMB,2.2,1-3,0,0,Won
4269,Qualify,2,9.3,REP_153,North America,SMB,2.2,1-3,0,0,Won
4269,Opportunity,3,8.25,REP_153,North America,SMB,2.2,1-3,0,0,Won
4269,Quote,4,6.71,REP_153,North America,SMB,2.2,1-3,0,0,Won
4269,Close,5,0.58,REP_153,North America,SMB,2.2,1-3,0,0,Won
4270,Lead,1,2.26,REP_010,North America,SMB,3.6,3-6,5,2,Lost
4270,Qualify,2,1.81,REP_010,North America,SMB,3.6,3-6,5,2,Lost
4271,Lead,1,5.97,REP_108,North America,Enterprise,1.0,0-1,8,2,Won
4271,Qualify,2,7.39,REP_108,North America,Enterprise,1.0,0-1,8,2,Won
4271,Opportunity,3,19.43,REP_108,North America,Enterprise,1.0,0-1,8,2,Won
4271,Quote,4,19.52,REP_108,North America,Enterprise,1.0,0-1,8,2,Won
4271,Close,5,3.45,REP_108,North America,Enterprise,1.0,0-1,8,2,Won
4272,Lead,1,3.19,REP_170,LATAM,SMB,2.0,1-3,2,2,Won
4272,Qualify,2,6.33,REP_170,LATAM,SMB,2.0,1-3,2,2,Won
4272,Opportunity,3,7.16,REP_170,LATAM,SMB,2.0,1-3,2,2,Won
4272,Quote,4,3.27,REP_170,LATAM,SMB,2.0,1-3,2,2,Won
4272,Close,5,4.73,REP_170,LATAM,SMB,2.0,1-3,2,2,Won
4273,Lead,1,3.23,REP_119,North America,SMB,3.6,3-6,3,4,Won
4273,Qualify,2,4.43,REP_119,North America,SMB,3.6,3-6,3,4,Won
4273,Opportunity,3,16.35,REP_119,North America,SMB,3.6,3-6,3,4,Won
4273,Quote,4,2.41,REP_119,North America,SMB,3.6,3-6,3,4,Won
4273,Close,5,4.3,REP_119,North America,SMB,3.6,3-6,3,4,Won
4274,Lead,1,0.68,REP_169,North America,SMB,0.2,0-1,2,2,Lost
4274,Qualify,2,2.5,REP_169,North America,SMB,0.2,0-1,2,2,Lost
4275,Lead,1,0.92,REP_011,North America,SMB,0.8,0-1,6,3,Won
4275,Qualify,2,5.98,REP_011,North America,SMB,0.8,0-1,6,3,Won
4275,Opportunity,3,10.46,REP_011,North America,SMB,0.8,0-1,6,3,Won
4275,Quote,4,7.03,REP_011,North America,SMB,0.8,0-1,6,3,Won
4275,Close,5,1.84,REP_011,North America,SMB,0.8,0-1,6,3,Won
4276,Lead,1,4.6,REP_096,EMEA,Mid-Market,3.0,3-6,2,4,Lost
4276,Qualify,2,2.83,REP_096,EMEA,Mid-Market,3.0,3-6,2,4,Lost
4276,Opportunity,3,13.14,REP_096,EMEA,Mid-Market,3.0,3-6,2,4,Lost
4276,Quote,4,11.83,REP_096,EMEA,Mid-Market,3.0,3-6,2,4,Lost
4277,Lead,1,1.06,REP_141,EMEA,SMB,1.8,1-3,3,1,Won
4277,Qualify,2,2.06,REP_141,EMEA,SMB,1.8,1-3,3,1,Won
4277,Opportunity,3,2.22,REP_141,EMEA,SMB,1.8,1-3,3,1,Won
4277,Quote,4,2.42,REP_141,EMEA,SMB,1.8,1-3,3,1,Won
4277,Close,5,3.34,REP_141,EMEA,SMB,1.8,1-3,3,1,Won
4278,Lead,1,6.53,REP_116,APAC,Mid-Market,6.1,6+,1,2,Won
4278,Qualify,2,1.05,REP_116,APAC,Mid-Market,6.1,6+,1,2,Won
4278,Opportunity,3,13.8,REP_116,APAC,Mid-Market,6.1,6+,1,2,Won
4278,Quote,4,13.7,REP_116,APAC,Mid-Market,6.1,6+,1,2,Won
4278,Close,5,0.58,REP_116,APAC,Mid-Market,6.1,6+,1,2,Won
4279,Lead,1,3.03,REP_159,EMEA,Mid-Market,0.8,0-1,1,1,Lost
4279,Qualify,2,3.7,REP_159,EMEA,Mid-Market,0.8,0-1,1,1,Lost
4280,Lead,1,4.14,REP_084,North America,SMB,2.7,1-3,2,0,Won
4280,Qualify,2,6.58,REP_084,North America,SMB,2.7,1-3,2,0,Won
4280,Opportunity,3,10.16,REP_084,North America,SMB,2.7,1-3,2,0,Won
4280,Quote,4,3.43,REP_084,North America,SMB,2.7,1-3,2,0,Won
4280,Close,5,1.61,REP_084,North America,SMB,2.7,1-3,2,0,Won
4281,Lead,1,4.8,REP_123,North America,Enterprise,3.9,3-6,3,3,Lost
4282,Lead,1,3.28,REP_076,North America,Enterprise,6.7,6+,5,1,Won
4282,Qualify,2,17.91,REP_076,North America,Enterprise,6.7,6+,5,1,Won
4282,Opportunity,3,23.68,REP_076,North America,Enterprise,6.7,6+,5,1,Won
4282,Quote,4,9.44,REP_076,North America,Enterprise,6.7,6+,5,1,Won
4282,Close,5,10.92,REP_076,North America,Enterprise,6.7,6+,5,1,Won
4283,Lead,1,1.37,REP_157,North America,SMB,1.2,1-3,5,6,Lost
4283,Qualify,2,0.69,REP_157,North America,SMB,1.2,1-3,5,6,Lost
4283,Opportunity,3,0.96,REP_157,North America,SMB,1.2,1-3,5,6,Lost
4283,Quote,4,2.84,REP_157,North America,SMB,1.2,1-3,5,6,Lost
4284,Lead,1,1.8,REP_022,North America,SMB,3.2,3-6,1,0,Lost
4284,Qualify,2,0.5,REP_022,North America,SMB,3.2,3-6,1,0,Lost
4284,Opportunity,3,0.44,REP_022,North America,SMB,3.2,3-6,1,0,Lost
4285,Lead,1,1.48,REP_046,APAC,SMB,3.6,3-6,2,2,Won
4285,Qualify,2,9.99,REP_046,APAC,SMB,3.6,3-6,2,2,Won
4285,Opportunity,3,9.34,REP_046,APAC,SMB,3.6,3-6,2,2,Won
4285,Quote,4,3.9,REP_046,APAC,SMB,3.6,3-6,2,2,Won
4285,Close,5,2.47,REP_046,APAC,SMB,3.6,3-6,2,2,Won
4286,Lead,1,1.93,REP_018,North America,SMB,1.0,0-1,2,0,Won
4286,Qualify,2,4.19,REP_018,North America,SMB,1.0,0-1,2,0,Won
4286,Opportunity,3,10.78,REP_018,North America,SMB,1.0,0-1,2,0,Won
4286,Quote,4,0.97,REP_018,North America,SMB,1.0,0-1,2,0,Won
4286,Close,5,0.31,REP_018,North America,SMB,1.0,0-1,2,0,Won
4287,Lead,1,1.71,REP_127,North America,Mid-Market,2.5,1-3,3,1,Lost
4287,Qualify,2,6.06,REP_127,North America,Mid-Market,2.5,1-3,3,1,Lost
4288,Lead,1,5.58,REP_042,APAC,Mid-Market,2.9,1-3,1,0,Won
4288,Qualify,2,4.22,REP_042,APAC,Mid-Market,2.9,1-3,1,0,Won
4288,Opportunity,3,7.83,REP_042,APAC,Mid-Market,2.9,1-3,1,0,Won
4288,Quote,4,11.31,REP_042,APAC,Mid-Market,2.9,1-3,1,0,Won
4288,Close,5,2.16,REP_042,APAC,Mid-Market,2.9,1-3,1,0,Won
4289,Lead,1,0.57,REP_058,EMEA,SMB,1.7,1-3,2,2,Lost
4289,Qualify,2,1.17,REP_058,EMEA,SMB,1.7,1-3,2,2,Lost
4289,Opportunity,3,5.06,REP_058,EMEA,SMB,1.7,1-3,2,2,Lost
4290,Lead,1,1.94,REP_151,APAC,SMB,3.1,3-6,2,1,Lost
4290,Qualify,2,5.36,REP_151,APAC,SMB,3.1,3-6,2,1,Lost
4291,Lead,1,1.61,REP_065,EMEA,SMB,3.0,3-6,5,1,Won
4291,Qualify,2,3.04,REP_065,EMEA,SMB,3.0,3-6,5,1,Won
4291,Opportunity,3,10.31,REP_065,EMEA,SMB,3.0,3-6,5,1,Won
4291,Quote,4,12.83,REP_065,EMEA,SMB,3.0,3-6,5,1,Won
4291,Close,5,2.69,REP_065,EMEA,SMB,3.0,3-6,5,1,Won
4292,Lead,1,4.53,REP_027,North America,Enterprise,4.5,3-6,2,3,Lost
4292,Qualify,2,17.05,REP_027,North America,Enterprise,4.5,3-6,2,3,Lost
4292,Opportunity,3,7.39,REP_027,North America,Enterprise,4.5,3-6,2,3,Lost
4293,Lead,1,2.58,REP_004,EMEA,Enterprise,5.8,3-6,4,3,Lost
